,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
raticate,0.67,0.72,0.16,1.0,1.0,0.42,0.95,0.86,0.15,1.0,1.0,0.91,1.0,1.0,0.91,1.0,0.88,0.22,1.0,0.2,1.0,0.21,1.0,0.47,1.0,0.73,1.0,0.85,1.0,1.0,0.6,1.0,1.0,0.7,0.98,0.37,1.0,0.4,1.0,0.81,1.0,0.32,1.0,0.96,0.19,0.98,0.7,1.0,0.78,1.0,0.77,0.99,0.55,0.95,0.25,1.0,0.96,0.98,0.51,1.0,1.0,0.18,0.97,0.95,0.99,1.0,0.85,0.3,0.74,0.44,0.21,0.47,0.1,1.0,0.85,1.0,0.87,0.33,1.0,0.48,1.0,0.94,0.4,0.96,0.07,0.95,0.18,1.0,0.94,0.98,0.25,1.0,1.0,0.68,1.0,1.0,0.27,1.0,0.79,1.0,0.78,1.0,0.06,0.99,0.74,0.91,0.22,0.7,0.77,0.34,0.99,1.0,0.22,0.58,0.78,0.97,0.5,0.89,0.27,0.79,0.1,0.96,0.6,0.99,0.49,0.47,0.84,0.4,1.0,0.92,0.01,1.0,1.0,0.07,0.37,0.34,0.83,0.31,0.27,0.8,0.21,0.66,0.18,0.04,0.03,0.02,1.0,0.96,0.41,0.03,0.06
spearow,1.0,1.0,0.05,1.0,0.0,0.0,0.11,0.0,0.0,1.0,1.0,0.22,1.0,1.0,0.24,0.88,0.2,0.0,0.24,0.03,0.15,0.01,0.92,0.02,0.0,0.0,0.08,0.0,0.31,0.0,0.0,0.85,0.05,0.0,0.06,0.0,0.25,0.0,0.63,0.0,1.0,0.01,1.0,1.0,0.73,1.0,1.0,1.0,0.29,0.31,0.03,0.05,0.0,0.01,0.0,0.84,0.09,0.39,0.0,0.8,0.0,0.0,0.05,0.97,0.08,1.0,0.99,0.54,1.0,0.94,0.01,0.01,0.0,0.03,0.0,0.0,0.1,0.01,0.06,0.0,0.0,0.0,0.0,0.06,0.01,0.04,0.0,0.24,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.89,0.08,0.4,0.0,0.0,0.0,1.0,0.09,0.06,0.0,0.88,0.12,0.0,0.01,0.0,0.0,0.0,0.05,0.33,0.01,0.04,0.0,0.09,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.98,0.23,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
fearow,1.0,1.0,0.96,1.0,0.99,0.64,0.8,0.77,0.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.48,1.0,0.73,1.0,0.27,1.0,0.87,0.98,0.01,0.99,0.48,0.89,0.84,0.32,0.99,0.84,0.56,0.85,0.44,0.99,0.68,0.99,0.78,1.0,0.96,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.96,0.62,1.0,0.93,1.0,0.45,1.0,0.8,0.91,0.96,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.91,0.93,0.01,1.0,0.83,0.36,0.85,0.34,0.88,0.34,0.66,0.17,0.9,0.98,0.28,0.85,0.05,0.97,0.35,0.78,0.02,0.89,0.79,0.0,0.06,1.0,0.96,0.99,0.81,0.8,0.09,1.0,0.95,0.83,0.84,1.0,1.0,0.53,0.82,0.53,0.09,0.0,0.55,1.0,0.46,0.91,0.74,0.85,0.84,0.97,0.19,0.77,0.23,0.89,0.04,0.71,1.0,0.08,1.0,0.23,0.01,1.0,0.95,0.03,0.0,0.58,0.84,0.35,0.0,0.33,0.09,0.22,0.32,0.03,0.0,0.45,1.0,0.8,0.24,0.01,0.07
ekans,0.74,0.0,0.0,0.17,0.13,0.0,0.0,0.0,0.0,1.0,1.0,0.48,1.0,1.0,0.12,0.67,0.06,0.0,0.0,0.0,0.08,0.01,0.07,0.0,0.98,0.21,0.0,0.0,1.0,0.22,0.0,1.0,0.39,0.0,0.14,0.0,0.86,0.0,0.8,0.06,0.95,0.01,0.7,0.0,0.0,0.79,0.11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.57,0.0,0.0,0.19,0.0,0.0,0.01,0.0,0.0,0.83,0.0,0.0,0.39,0.11,0.0,0.0,0.0,0.32,0.1,0.0,0.0,1.0,0.04,0.0,0.11,0.0,0.02,0.05,1.0,0.38,0.11,0.0,1.0,0.97,0.16,0.0,0.0,0.0,0.07,0.0,1.0,0.17,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.62,0.06,0.0,0.0,0.18,0.0,0.0,0.03,0.0,0.09,0.0,0.01,0.0,0.0,0.12,0.15,0.27,0.08,0.0,0.0,1.0,0.04,0.0,0.81,0.0,0.0,0.64,0.04,0.0,0.66,0.03,0.1,0.0,0.08,0.0,0.15,0.01,0.04,0.73,0.02,0.01,0.0,0.0
arbok,0.99,1.0,0.15,1.0,1.0,0.09,0.89,0.2,0.01,1.0,1.0,1.0,1.0,1.0,0.97,0.97,0.92,0.2,0.87,0.55,0.98,0.1,1.0,0.1,1.0,0.26,0.26,0.06,1.0,1.0,0.22,1.0,1.0,0.01,0.97,0.64,1.0,0.61,1.0,0.84,1.0,0.26,1.0,0.99,0.61,1.0,0.95,0.97,0.04,0.66,0.08,0.78,0.08,0.9,0.0,0.7,0.05,0.91,0.04,0.98,0.03,0.01,0.92,0.74,0.55,0.25,0.09,0.02,0.99,0.99,0.23,1.0,0.7,0.65,0.0,0.0,0.36,0.28,0.14,0.0,1.0,1.0,0.84,0.94,0.08,0.97,0.76,1.0,0.96,0.98,0.03,1.0,1.0,0.77,0.3,0.43,0.0,0.98,0.42,1.0,0.74,1.0,0.13,0.17,0.07,0.97,0.82,0.28,1.0,0.84,0.14,0.0,0.63,0.63,0.0,0.99,0.28,0.99,0.37,0.73,0.22,0.88,0.15,0.75,0.58,0.37,0.01,0.0,1.0,0.34,0.19,1.0,0.95,0.29,0.92,0.71,0.69,1.0,0.89,1.0,0.03,0.6,0.0,0.46,0.06,0.23,0.99,0.92,0.19,0.0,0.0
pikachu,0.09,0.0,0.0,0.05,0.0,0.0,0.84,0.2,0.07,1.0,1.0,0.56,1.0,0.99,0.05,1.0,0.41,0.02,0.25,0.0,1.0,0.02,0.01,0.0,0.17,0.0,0.0,0.0,0.23,0.07,0.0,0.35,0.1,0.0,0.64,0.11,0.15,0.0,0.96,0.44,1.0,0.2,0.14,0.02,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.3,0.0,0.51,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.16,0.35,0.1,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.28,0.02,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.13,0.0,0.16,1.0,0.03,0.43,0.2,0.11,0.0,1.0,0.19,0.88,0.0,0.0,0.0,0.28,0.01,1.0,0.53,0.33,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.0,0.55,0.0,0.0,0.67,0.85,0.99,0.24,0.74,0.19,0.01,0.0,0.03,0.0,0.01,0.0,0.0,1.0,0.49,0.18,0.63,0.5,0.04,0.0,0.0,0.06,0.96,0.15,1.0,0.17,0.71,0.0,0.1,0.0,0.0,0.34,0.03,0.0,0.0,0.0
raichu,1.0,0.98,0.38,1.0,0.72,0.19,1.0,0.99,0.18,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.68,0.87,0.28,1.0,0.85,0.87,0.74,1.0,0.43,0.01,0.03,0.99,0.98,0.0,1.0,0.97,0.0,0.99,0.58,1.0,0.22,1.0,0.99,1.0,0.71,1.0,0.97,0.16,0.39,0.3,0.96,0.6,0.96,0.0,0.95,0.14,1.0,0.24,0.88,0.61,0.26,0.09,1.0,1.0,0.25,1.0,0.94,0.31,0.35,0.16,0.0,1.0,0.79,0.32,1.0,0.39,0.01,0.0,0.0,0.73,0.76,1.0,0.23,1.0,0.57,1.0,1.0,0.15,1.0,0.62,1.0,0.72,1.0,0.73,1.0,1.0,0.13,0.19,0.99,0.21,1.0,1.0,1.0,0.56,0.98,0.07,0.24,0.0,1.0,0.86,0.12,0.98,0.34,0.0,0.0,0.93,0.16,0.15,1.0,0.81,1.0,0.46,1.0,0.41,0.7,1.0,0.86,0.39,0.8,0.12,0.0,1.0,1.0,0.9,0.99,0.91,0.78,0.53,0.81,0.97,1.0,1.0,1.0,0.93,1.0,0.05,0.85,0.08,0.85,1.0,0.98,0.23,0.02,0.0
sandshrew,0.02,0.0,0.0,1.0,1.0,0.79,0.03,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44,0.95,0.74,0.01,0.75,0.01,0.95,0.03,1.0,0.8,1.0,0.97,0.21,0.0,0.91,0.02,0.0,0.93,0.21,0.02,0.02,0.0,0.94,0.03,0.47,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.14,0.0,0.15,1.0,0.36,0.9,0.0,0.01,0.0,1.0,0.03,0.91,0.11,0.03,0.0,0.0,0.04,1.0,0.61,0.8,0.03,0.0,0.05,0.0,0.0,0.06,0.02,1.0,1.0,0.27,0.83,0.06,0.04,0.0,1.0,0.82,0.04,0.43,0.01,0.0,0.0,1.0,0.31,0.0,0.0,1.0,1.0,0.9,1.0,1.0,0.11,0.03,0.0,1.0,0.96,0.0,0.0,0.05,0.0,0.88,0.0,0.0,0.9,0.31,1.0,0.09,0.01,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.79,0.32,0.01,0.89,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.8,0.0,0.92,0.08,0.0,0.19,0.02,0.38,0.01,0.06,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0
sandslash,0.94,0.12,0.0,1.0,1.0,0.98,0.92,0.15,0.04,1.0,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0.65,0.92,0.2,1.0,0.49,1.0,0.9,1.0,0.96,1.0,0.23,0.91,0.46,0.03,0.94,0.16,0.01,0.95,0.14,0.28,0.76,1.0,0.17,1.0,0.73,0.94,0.48,0.0,1.0,0.98,0.95,0.07,1.0,1.0,1.0,1.0,0.89,0.02,1.0,1.0,1.0,0.04,0.28,0.14,0.03,0.62,1.0,1.0,1.0,1.0,1.0,0.77,0.14,0.0,0.12,0.0,1.0,1.0,1.0,0.33,0.1,0.28,0.01,1.0,0.9,1.0,0.99,0.41,0.94,0.0,1.0,0.89,0.43,0.0,1.0,1.0,1.0,1.0,1.0,0.81,0.98,0.0,1.0,0.97,0.0,0.0,0.23,0.16,1.0,0.77,0.15,0.99,0.34,1.0,0.97,0.43,0.0,0.02,0.95,0.02,0.92,0.03,0.13,0.0,0.08,0.99,0.0,1.0,0.21,0.01,0.01,1.0,0.02,0.0,1.0,1.0,0.0,1.0,0.74,0.32,0.99,0.26,1.0,0.21,0.84,0.04,0.0,0.53,0.27,0.84,0.18,0.0,0.0,0.0
nidoran_f,1.0,0.56,0.04,0.04,0.0,0.0,0.07,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.87,0.71,0.03,0.0,0.0,0.64,0.08,0.0,0.0,0.69,0.01,0.07,0.04,0.33,0.02,0.0,0.25,0.08,0.0,0.05,0.0,0.0,0.0,0.42,0.0,0.98,0.04,0.99,0.89,0.02,0.81,0.18,0.0,0.0,0.29,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.97,0.07,0.03,0.04,0.0,0.16,0.11,0.0,0.0,0.01,0.13,0.0,0.59,0.0,0.09,0.03,0.0,0.08,0.0,0.42,0.02,1.0,0.1,0.17,0.01,0.0,0.3,0.0,0.0,0.62,0.26,0.81,0.01,1.0,0.01,0.74,0.0,0.51,0.13,0.0,0.35,0.0,0.07,0.0,0.0,0.3,0.0,0.18,0.03,0.87,0.02,0.26,0.01,0.02,0.62,0.07,0.0,0.0,0.0,0.0,1.0,0.17,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.32,0.0,0.26,0.0,0.0,0.01,0.0,0.78,0.11,0.25,0.0,0.0
nidorina,1.0,1.0,0.22,1.0,0.13,0.0,1.0,0.07,0.0,1.0,1.0,0.56,1.0,1.0,0.22,0.99,0.87,0.16,0.01,0.0,0.99,0.15,0.69,0.0,0.94,0.05,0.97,0.69,0.97,0.34,0.0,0.97,0.57,0.0,0.21,0.0,0.88,0.0,0.99,0.07,1.0,0.6,1.0,1.0,0.77,0.89,0.74,0.64,0.0,0.78,0.12,0.03,0.0,1.0,0.0,0.03,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.18,0.02,0.0,1.0,0.95,0.15,0.2,0.05,1.0,0.21,0.13,0.07,0.03,1.0,0.14,1.0,0.06,0.2,0.98,0.13,0.9,0.0,0.94,0.13,1.0,0.04,0.92,0.31,0.01,0.84,0.0,0.0,1.0,0.29,0.99,0.15,1.0,0.28,0.82,0.7,0.76,0.62,0.0,0.83,0.02,0.63,0.11,0.04,0.6,0.0,0.83,0.33,0.99,0.41,0.79,0.23,0.21,0.18,0.06,0.09,0.03,0.0,0.0,1.0,0.56,0.02,1.0,0.0,0.01,0.14,0.0,0.0,0.94,0.43,1.0,0.0,0.73,0.0,0.0,0.05,0.03,1.0,0.73,0.51,0.0,0.0
nidoqueen,0.99,0.96,0.44,1.0,1.0,0.65,1.0,0.96,0.09,1.0,1.0,0.97,1.0,1.0,0.99,1.0,0.98,0.75,0.94,0.26,1.0,0.6,1.0,0.89,1.0,1.0,0.97,0.96,1.0,1.0,0.19,1.0,1.0,0.22,0.48,0.07,1.0,0.83,0.94,0.29,1.0,0.92,1.0,0.99,0.96,0.99,0.99,0.98,0.3,0.9,0.08,0.92,0.17,1.0,0.05,0.89,0.0,1.0,0.18,0.61,0.82,0.5,0.02,0.16,0.02,0.84,0.14,0.02,0.99,0.96,0.86,0.86,0.05,1.0,1.0,1.0,1.0,0.85,1.0,0.37,1.0,1.0,0.95,1.0,0.33,0.96,0.11,1.0,1.0,1.0,0.78,1.0,1.0,1.0,1.0,0.01,0.0,1.0,0.93,1.0,1.0,1.0,0.71,0.98,0.98,1.0,0.96,0.38,1.0,1.0,1.0,1.0,0.0,1.0,0.23,0.94,0.09,1.0,0.36,0.18,0.06,0.72,0.95,0.04,1.0,1.0,0.75,0.01,1.0,0.25,0.03,1.0,0.9,0.42,1.0,0.98,0.19,0.96,0.34,1.0,0.36,0.98,0.06,0.0,0.48,0.28,1.0,0.79,0.29,0.0,0.0
nidoran_m,0.99,0.06,0.0,0.03,0.0,0.0,0.91,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.02,0.67,0.08,0.0,0.0,0.0,0.14,0.01,0.0,0.0,0.73,0.0,0.13,0.04,0.67,0.06,0.0,0.33,0.06,0.0,0.04,0.0,0.08,0.0,0.58,0.0,0.94,0.03,1.0,0.68,0.0,0.76,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.92,0.16,0.04,0.03,0.0,0.21,0.06,0.04,0.02,0.0,0.17,0.0,0.68,0.0,0.06,0.09,0.0,0.31,0.0,0.31,0.0,1.0,0.05,0.04,0.0,0.0,0.07,0.0,0.0,0.44,0.2,0.69,0.01,0.99,0.0,0.12,0.09,0.1,0.0,0.0,0.34,0.0,0.05,0.0,0.0,0.05,0.0,0.13,0.03,0.79,0.0,0.12,0.01,0.01,0.05,0.02,0.0,0.0,0.0,0.0,1.0,0.19,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.15,0.0,0.11,0.0,0.0,0.01,0.0,0.7,0.11,0.35,0.0,0.0
nidorino,1.0,1.0,0.06,0.45,0.16,0.0,0.98,0.63,0.0,1.0,1.0,0.32,1.0,1.0,0.04,0.99,0.85,0.1,0.0,0.0,0.96,0.11,0.61,0.0,0.94,0.04,0.89,0.12,0.97,0.46,0.0,0.97,0.22,0.0,0.21,0.02,0.23,0.01,1.0,0.18,1.0,0.14,1.0,0.98,0.33,0.81,0.73,0.72,0.0,0.68,0.0,0.01,0.0,0.93,0.0,0.05,0.0,0.19,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.99,0.92,0.07,0.08,0.04,1.0,0.12,0.08,0.09,0.05,0.99,0.11,0.98,0.02,0.83,0.92,0.04,0.86,0.05,0.94,0.13,1.0,0.04,0.82,0.11,0.01,0.86,0.0,0.0,1.0,0.39,0.94,0.04,1.0,0.06,0.75,0.2,0.71,0.32,0.0,0.78,0.24,0.26,0.13,0.03,0.66,0.0,1.0,0.36,1.0,0.07,0.81,0.03,0.1,0.62,0.43,0.01,0.03,0.0,0.0,1.0,0.38,0.07,1.0,0.01,0.03,0.0,0.01,0.0,0.78,0.53,1.0,0.0,0.63,0.0,0.01,0.0,0.0,1.0,0.77,0.34,0.0,0.0
nidoking,0.94,0.96,0.64,1.0,1.0,0.12,1.0,0.96,0.37,1.0,1.0,0.91,1.0,1.0,0.98,1.0,0.95,0.7,0.93,0.25,1.0,0.27,1.0,1.0,1.0,1.0,0.98,0.96,1.0,0.99,0.73,1.0,1.0,0.24,0.43,0.06,1.0,0.42,0.94,0.28,1.0,0.89,1.0,1.0,0.92,1.0,0.96,1.0,0.1,0.75,0.09,0.8,0.2,1.0,0.02,0.75,0.0,1.0,0.15,0.62,0.73,0.47,0.07,0.15,0.0,0.66,0.21,0.04,0.99,0.94,0.6,0.9,0.04,1.0,1.0,1.0,1.0,0.9,1.0,0.41,1.0,1.0,0.99,0.98,0.23,0.88,0.03,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,0.01,0.0,1.0,0.66,1.0,1.0,1.0,0.7,1.0,0.95,1.0,0.98,0.14,1.0,1.0,1.0,1.0,0.0,0.98,0.25,0.86,0.1,1.0,0.3,0.27,0.04,0.55,0.82,0.02,1.0,0.99,0.56,0.0,1.0,0.88,0.0,1.0,0.87,0.22,1.0,1.0,0.13,0.96,0.4,1.0,0.87,0.92,0.01,0.01,0.21,0.21,0.99,0.83,0.79,0.0,0.0
clefairy,0.78,0.19,0.01,0.81,0.09,0.04,1.0,0.9,0.19,1.0,1.0,0.8,1.0,1.0,0.57,1.0,0.78,0.07,0.97,0.01,0.98,0.1,0.89,0.04,0.28,0.04,0.98,0.09,0.94,0.8,0.47,0.95,0.78,0.64,0.36,0.02,0.15,0.05,1.0,0.19,1.0,0.65,1.0,0.91,0.22,1.0,1.0,0.92,0.31,1.0,0.23,0.15,0.0,1.0,0.21,0.67,0.01,0.35,0.02,1.0,0.99,0.24,0.03,0.1,0.03,0.93,0.64,0.0,0.64,0.27,0.0,0.25,0.01,1.0,1.0,1.0,0.12,0.0,1.0,0.91,0.78,0.0,0.09,0.83,0.11,0.46,0.03,0.95,0.13,1.0,0.07,0.56,0.05,0.0,1.0,0.43,0.0,1.0,0.39,0.93,0.03,0.97,0.01,1.0,0.97,0.05,0.05,0.56,0.66,0.09,1.0,1.0,0.0,0.27,0.72,0.81,0.24,0.98,0.07,0.8,0.09,0.12,0.51,0.08,0.06,0.01,0.05,0.09,1.0,0.84,0.0,0.83,0.38,0.0,0.05,0.0,0.05,1.0,0.62,1.0,1.0,0.86,0.05,0.03,0.01,0.01,0.98,0.74,0.74,0.0,0.02
clefable,1.0,0.77,0.84,1.0,0.98,0.86,1.0,1.0,0.65,1.0,1.0,0.98,1.0,1.0,0.97,1.0,0.97,0.62,1.0,0.75,1.0,0.55,0.99,0.41,0.93,0.33,1.0,0.77,1.0,1.0,0.98,1.0,0.98,0.96,0.97,0.38,0.98,0.35,1.0,0.93,1.0,0.93,1.0,0.99,0.95,1.0,1.0,1.0,0.93,1.0,0.93,0.79,0.19,1.0,0.8,0.97,0.74,0.96,0.34,1.0,1.0,0.91,0.37,0.63,0.17,1.0,0.99,0.83,1.0,0.98,0.73,0.99,0.3,1.0,1.0,1.0,0.79,0.67,1.0,1.0,1.0,0.19,0.91,1.0,0.15,1.0,0.26,1.0,0.84,1.0,0.81,0.99,0.85,0.13,1.0,0.99,0.04,1.0,1.0,1.0,0.73,1.0,0.7,1.0,1.0,0.78,0.25,1.0,1.0,0.58,1.0,1.0,0.02,0.94,0.96,1.0,0.95,1.0,0.78,1.0,0.44,0.62,0.89,0.68,0.43,0.72,0.77,0.84,1.0,0.98,0.29,1.0,0.91,0.29,0.49,0.42,0.89,1.0,1.0,1.0,1.0,0.98,0.79,0.24,0.29,0.08,1.0,0.99,0.96,0.0,0.13
vulpix,1.0,0.85,0.14,0.13,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.61,1.0,1.0,0.78,0.87,0.27,0.0,0.74,0.0,0.77,0.03,0.11,0.0,0.83,0.06,0.12,0.05,1.0,0.14,0.0,0.88,0.81,0.0,0.93,0.0,0.31,0.0,0.98,0.03,0.96,0.07,0.98,0.78,0.35,0.9,0.87,0.99,0.16,0.0,0.0,0.43,0.08,0.0,0.0,0.01,0.0,0.57,0.0,0.08,0.0,0.0,0.13,0.0,0.0,0.09,0.07,0.0,1.0,0.51,0.08,0.09,0.0,0.0,0.0,0.0,0.6,0.03,0.0,0.0,0.56,0.0,0.64,0.67,0.02,0.0,0.0,0.59,0.03,0.0,0.0,0.98,0.94,0.06,0.0,0.59,0.01,0.01,0.0,0.82,0.03,1.0,0.63,0.1,0.16,0.7,0.11,0.08,0.09,0.06,0.0,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.89,0.2,0.02,0.15,0.33,0.0,1.0,0.0,0.0,0.78,0.63,0.0,0.12,0.0,0.63,0.06,0.0,0.1,0.0,0.0,0.0,0.23,0.01,0.0,0.02,0.0,0.0,0.0,0.0
ninetales,1.0,1.0,0.93,1.0,1.0,0.0,0.81,0.37,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.71,0.97,0.67,1.0,0.22,1.0,0.44,1.0,0.75,0.98,0.3,1.0,0.99,0.13,1.0,1.0,0.62,0.99,0.71,1.0,0.12,1.0,1.0,1.0,0.95,1.0,1.0,0.99,0.97,0.97,1.0,1.0,0.97,0.63,1.0,0.33,0.56,0.04,0.97,0.16,0.8,0.28,0.55,0.56,0.0,0.95,0.86,0.38,0.91,0.15,0.68,1.0,1.0,0.95,1.0,0.08,0.99,0.16,0.0,1.0,0.59,0.56,0.0,1.0,0.92,0.88,0.99,0.2,0.74,0.17,1.0,0.65,0.73,0.16,1.0,1.0,0.99,0.26,1.0,0.41,0.5,0.07,1.0,0.8,1.0,0.53,0.95,0.3,0.99,1.0,0.83,0.93,0.27,0.17,0.0,0.77,0.99,0.33,0.26,0.12,0.6,0.17,0.54,0.0,0.86,0.95,1.0,0.66,0.63,0.99,0.12,1.0,0.11,0.31,1.0,0.95,0.02,0.54,0.51,0.9,0.92,0.1,1.0,0.42,0.21,0.15,0.25,0.28,0.12,0.96,0.85,0.06,0.03,0.0
jigglypuff,0.1,0.02,0.0,0.01,0.0,0.0,0.17,0.08,0.0,1.0,1.0,0.09,1.0,1.0,0.06,0.76,0.09,0.0,0.66,0.0,0.41,0.01,0.28,0.0,0.05,0.0,0.49,0.0,0.47,0.07,0.04,0.4,0.0,0.1,0.01,0.0,0.0,0.0,0.31,0.0,0.93,0.0,0.54,0.05,0.01,0.98,0.07,0.85,0.01,0.68,0.0,0.0,0.0,0.2,0.0,0.02,0.0,0.02,0.0,0.88,0.31,0.0,0.0,0.01,0.0,0.3,0.02,0.0,0.17,0.0,0.0,0.0,0.01,1.0,0.97,0.39,0.05,0.0,1.0,0.01,0.06,0.0,0.0,0.03,0.02,0.03,0.0,0.1,0.0,0.83,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.58,0.06,0.27,0.0,0.68,0.0,0.97,0.29,0.02,0.01,0.0,0.04,0.0,1.0,0.49,0.0,0.0,0.11,0.28,0.0,0.23,0.02,0.22,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.21,0.12,1.0,0.08,0.2,0.0,0.0,0.0,0.0,0.69,0.24,0.05,0.0,0.0
wigglytuff,0.84,0.72,0.24,1.0,0.97,0.1,1.0,0.86,0.3,1.0,1.0,0.95,1.0,1.0,0.86,0.98,0.96,0.2,1.0,0.3,0.97,0.22,0.95,0.18,0.49,0.01,0.99,0.85,1.0,0.93,0.68,0.99,0.94,0.67,0.78,0.08,1.0,0.11,0.97,0.43,1.0,0.69,1.0,1.0,0.55,1.0,0.98,1.0,0.5,1.0,0.77,0.1,0.0,1.0,0.42,0.82,0.22,0.82,0.26,1.0,1.0,0.61,0.03,0.29,0.02,1.0,0.67,0.0,0.98,0.35,0.2,0.28,0.04,1.0,1.0,1.0,0.68,0.63,1.0,0.97,0.98,0.01,0.75,0.85,0.22,0.88,0.12,1.0,0.07,1.0,0.23,0.93,0.32,0.01,1.0,0.84,0.03,1.0,0.91,0.99,0.3,1.0,0.15,0.99,0.99,0.18,0.07,0.71,0.95,0.1,1.0,1.0,0.0,0.7,0.73,0.99,0.35,1.0,0.28,0.98,0.17,0.22,0.74,0.11,0.06,0.63,0.19,0.2,1.0,0.81,0.02,0.96,0.41,0.01,0.11,0.27,0.4,1.0,0.9,1.0,1.0,0.91,0.1,0.01,0.17,0.04,0.99,0.98,0.65,0.0,0.01
