,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
nidoran_m,3,-3,-3,-3,-3,-1,3,-3,-1,3,3,-3,4,3,-3,2,-3,-1,-2,-1,2,-1,-1,-1,-3,-1,-2,-1,3,-3,-1,-,-3,-1,3,-1,-3,-1,3,-2,2,-3,3,3,-3,3,3,3,-3,-1,-1,-3,-1,-3,-3,-3,-2,-3,-2,-3,-1,-1,2,-1,-1,-2,-2,-1,3,-3,-3,-1,-1,1,-2,-2,-3,-1,3,-2,-2,-1,-3,-1,-1,-4,-1,-4,-3,3,-1,-1,-1,-1,-1,-2,-1,2,-1,-3,-2,3,-3,-2,-2,-1,-3,-2,-4,-3,-2,-2,-2,-3,-1,-3,-1,-3,-3,-3,-1,-1,-1,-1,-2,-1,-1,-1,2,-1,-1,3,-3,-1,-1,-1,-3,-4,-1,2,-1,-1,-2,-1,-1,-1,3,-3,-1,-1,-1
nidorino,3,3,-3,-3,-3,-3,3,3,-3,3,3,4,3,3,-3,1,3,-3,2,-3,2,-3,3,-2,-3,-3,1,-1,3,4,-1,3,-,-1,3,-4,-3,-3,3,-3,1,-3,3,3,3,2,3,3,-3,-1,-1,3,-3,3,-3,3,-3,3,-3,4,-3,-3,2,-1,-1,3,-2,-2,3,3,-3,-3,-2,1,1,-2,-3,-3,3,-4,3,-3,3,2,-1,3,-3,3,-4,2,-3,-1,-1,-1,2,-2,-1,1,3,-3,-3,3,-4,1,-2,2,-3,-4,4,-4,1,-2,3,3,-1,3,-3,3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-1,2,-3,-4,3,3,-3,-2,-2,3,3,-4,2,-3,-3,-2,-1,-3,-1,2,-3,2,-1,-1
nidoking,3,3,3,1,1,2,1,3,-2,1,1,1,1,1,1,1,1,-3,1,3,1,2,1,1,2,2,1,-2,1,1,3,1,1,-,3,3,1,2,2,3,1,4,3,3,3,1,1,1,4,2,-1,2,3,3,-3,1,3,1,2,2,-3,3,2,2,-3,3,3,3,1,3,3,1,-1,1,1,1,2,2,3,3,1,1,1,1,2,3,-2,1,2,1,-2,1,2,-1,1,-2,-2,1,3,2,2,3,4,1,1,1,3,3,1,3,1,1,3,3,-3,3,-1,1,3,2,-1,-3,2,-1,2,2,2,-3,1,-2,-2,2,2,-2,2,1,3,1,-2,1,1,3,-4,-1,4,-3,1,3,1,-1,-1
clefairy,4,-3,-3,3,-3,-3,3,-3,-3,2,1,4,2,2,3,2,3,-3,2,-2,2,-3,3,-3,2,-3,2,-3,4,-3,-3,-3,-3,-3,-,-3,-3,-3,3,-3,2,-3,3,4,-3,1,1,2,-3,2,-3,2,-3,3,-3,2,-1,-3,-3,2,-3,-3,2,-3,-3,-2,-1,-1,3,-3,-3,-3,-3,1,2,-3,-3,-3,3,-4,-3,-3,2,2,-1,-3,-3,3,-3,2,-3,-5,-3,-3,2,-3,-3,2,3,-3,-3,4,-3,2,-3,-1,-1,-4,4,-3,1,-3,-3,4,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,2,-3,-3,4,-3,-3,-3,-3,-3,-3,-3,2,3,-3,-2,-3,-3,-3,2,-3,2,-3,-3
clefable,1,4,4,2,4,4,1,3,4,1,1,4,1,1,2,1,2,3,2,3,2,2,1,4,2,-3,1,-3,3,3,4,1,4,-3,3,-,2,-3,2,3,1,4,3,3,3,1,1,1,4,2,2,2,-3,1,4,2,-3,3,-3,2,2,-3,2,2,4,3,3,3,1,3,4,2,-3,1,1,1,3,-3,3,3,3,-3,2,2,2,3,-3,3,3,1,4,-7,-5,-5,2,3,-3,1,2,4,-3,2,3,1,1,2,3,3,3,4,1,1,3,4,-3,4,4,2,4,4,-3,4,2,-3,-3,-3,2,-3,2,2,-3,3,3,-3,-3,-3,3,3,3,1,2,3,-4,-3,-3,-3,1,3,2,-3,-3
vulpix,1,2,-3,-3,-3,-1,-4,-2,-1,1,1,2,1,1,2,2,-3,-1,2,-1,2,-1,-2,-1,3,-3,-2,-1,3,3,-1,3,-3,-1,3,-2,-,-3,3,-2,2,-3,1,2,3,1,1,1,3,-1,-1,2,-1,-2,-1,-3,-1,3,-1,-2,-1,-1,-3,-3,-3,-2,-2,-2,1,2,-3,-1,-1,-2,-2,-2,-3,-2,-2,-2,3,-3,-2,-1,-1,-2,-1,3,-4,-4,-1,-3,-3,-3,-1,-4,-3,3,-1,-3,-3,1,3,-2,-2,-1,2,-4,3,3,-2,-2,-2,3,-1,-2,-1,-2,-1,-1,-1,-3,-1,-3,-3,-2,-1,-1,4,-1,-2,3,3,-1,-3,-1,3,-2,-2,-4,-1,-1,-2,-1,-1,-2,-4,-3,-1,-1,-1
ninetales,1,1,1,3,3,-3,3,-4,-3,1,1,1,1,1,1,1,2,3,1,2,1,3,1,3,1,4,1,-2,1,3,-2,1,3,-2,3,3,3,-,2,3,1,3,1,1,1,1,1,1,1,1,-1,1,3,3,-3,1,3,3,-4,3,-4,-4,1,4,4,1,3,3,1,1,1,-2,-1,3,-2,-2,3,-3,-4,-4,3,3,2,1,2,3,-4,2,3,3,3,3,5,-5,3,3,-4,2,3,2,4,1,3,1,-2,1,1,3,2,3,-2,-2,3,1,3,3,-2,3,-3,3,-1,3,2,1,4,3,1,-3,1,-2,-4,1,3,-2,-3,3,3,-4,-2,-4,-4,-3,-4,3,-4,-4,3,3,-4,-3,-3
jigglypuff,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,-3,3,4,-3,2,-3,-1,2,-1,2,-1,3,-3,2,-3,-3,-1,-3,-3,-3,3,-3,-2,-3,-2,-3,-2,-,-2,3,-3,-3,-3,-3,2,3,-3,-3,2,-2,2,-1,-3,-3,-1,-1,-3,-3,3,-3,-1,2,-3,-3,-1,-1,-1,3,-3,-3,-2,-1,-3,-3,-1,-3,-3,4,-3,-3,-1,-3,-1,-1,-3,-2,-3,-3,3,-3,-3,-3,-3,-3,-3,-1,2,-1,-3,-3,4,-3,-3,-3,-1,-1,-3,-3,-3,-3,-1,-3,-3,-1,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,-1,-1,2,-3,-2,4,-3,-2,-1,-1,-3,-3,-3,2,-3,-3,-1,-1,-1,-1,3,-3,-1,-1,-2
wigglytuff,4,4,-3,2,4,-3,3,4,-3,2,1,3,2,1,2,2,3,-3,2,3,2,3,2,4,2,-3,1,-3,3,4,-3,2,3,-3,3,-3,2,-3,2,-,2,4,3,3,4,1,1,3,4,2,-3,2,3,4,-3,2,3,2,-3,2,4,-3,2,2,4,3,-3,-2,1,3,-3,2,-3,1,1,-3,3,-3,3,5,-3,-3,3,2,3,4,-3,3,-3,2,-3,-5,-5,-5,2,3,-3,2,3,4,-3,3,4,3,4,2,3,3,3,4,1,3,-3,6,-3,4,-3,3,-3,4,-3,4,3,-3,-3,-3,3,-3,2,-3,-3,3,3,-3,-3,-3,3,3,-3,2,3,-3,-4,-3,-3,-3,2,4,3,-3,-3
zubat,3,-3,-3,-3,-3,-1,-2,-1,-1,3,5,-3,3,5,-3,-3,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-4,-1,-3,-1,-1,-2,-1,-1,-2,-1,-2,-1,3,-2,-,-3,4,-4,-4,2,3,-4,-3,-3,-1,-2,-1,-1,-1,-2,-1,-3,-1,-3,-1,-1,-1,-1,-1,-2,-2,-1,3,-2,-1,-1,-1,3,-2,-2,-2,-1,-3,-2,-2,-1,-1,-1,-1,-2,-1,-3,-2,-4,-1,-1,-1,-1,-3,-2,-1,3,-1,-1,-1,-4,-2,-4,-4,-1,-1,-2,-2,-1,-2,-2,-2,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,4,-2,-1,-1,-1,-2,-2,-1,-3,-1,-1,-2,-1,-1,-1,-2,-1,-1,-1,-1
golbat,3,3,-4,3,3,-3,3,-4,-4,3,3,3,3,3,3,3,3,-3,2,-3,2,-3,3,-4,-3,-1,3,5,3,-4,-4,3,3,-4,3,-4,3,-3,3,-4,3,-,3,3,-4,1,3,3,4,2,-3,2,-3,3,-4,3,-3,3,-3,4,-3,-4,2,-3,-3,3,-4,-4,3,3,3,-2,-1,1,3,3,-3,-3,-4,-4,-2,-2,3,2,-3,3,-2,3,-4,3,-2,-4,-3,-1,1,-2,-2,3,3,-3,-1,4,-4,5,5,1,3,-4,-4,-4,3,3,-2,5,-3,3,-3,3,-4,3,-2,-3,-3,-1,-1,-3,-4,-3,3,-3,-2,3,3,-2,-1,3,-4,3,-4,1,3,-3,-3,-2,-1,-3,3,3,-3,-1,-1
oddish,4,-3,-3,-2,-1,-1,2,-3,-3,4,6,-5,4,5,-3,-3,-3,-1,2,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,3,-3,4,-3,-,-3,-3,2,-3,-3,-3,2,-3,-3,-3,2,-3,-3,-3,-2,-1,2,-3,-3,-1,-2,-1,-3,-3,-3,-3,-3,-3,-1,-1,1,2,2,-1,-1,3,-3,4,-3,-3,-1,-1,-3,-1,-4,-3,2,-1,-1,-1,-1,2,-1,-1,2,2,4,-3,-5,-3,2,-3,2,-3,-3,-3,-3,1,-1,-1,-5,-1,-3,-1,2,-3,-3,-1,-3,-3,-1,-3,-1,-3,-1,2,-1,-1,4,-3,-1,-3,-1,-3,2,-1,2,2,-1,-1,-1,-1,-1,-3,-3,-1,-1,-1
gloom,4,4,-3,-3,-2,-1,2,-3,-3,4,3,4,4,3,-3,-3,-3,-3,2,-3,-3,-3,4,-3,3,-3,2,-3,-3,-3,-3,-3,-3,-3,-4,-3,-2,-1,3,-3,4,-3,3,-,-3,1,3,4,4,2,2,-3,-3,2,-3,3,-3,-3,-1,2,2,-3,2,-3,-3,3,-3,-3,-3,-3,-3,-2,-1,1,1,2,-2,-1,3,3,4,-5,-3,-3,-2,-3,-1,4,-3,2,-1,-3,-3,-1,2,-1,-1,2,2,4,-5,5,-3,1,2,2,-3,-4,-4,-3,1,2,-2,-5,-3,2,-3,2,-3,2,-3,-3,-3,-1,-3,-1,-3,-3,2,-3,-1,4,-3,-3,-3,-1,-3,1,2,2,2,-3,-4,-1,-3,-1,-3,-3,-3,-1,-1
vileplume,3,4,-5,-3,-3,-2,1,2,-3,3,3,4,4,3,4,4,-3,-3,2,-3,-3,-3,4,4,2,4,1,2,3,-3,-3,4,-3,-3,3,-3,-3,-1,3,-4,4,4,3,3,-,1,2,3,4,2,2,3,-3,2,-3,3,4,-3,-3,2,2,-3,2,-3,-3,3,3,-3,3,4,-3,-3,-3,1,1,1,-3,-3,1,3,3,5,-3,-3,-3,3,-1,3,-3,1,-3,-3,-3,-3,2,-2,-1,2,2,4,4,4,-5,1,1,2,3,5,-4,-3,1,1,-2,6,-3,2,-3,2,-3,2,-3,-3,-3,-1,4,-2,-3,-3,2,-3,-3,3,4,-3,4,-1,-4,1,2,2,2,-3,-4,-1,-3,-1,4,-3,-3,-1,-1
paras,-3,-3,-3,-1,-1,-1,-3,-1,-1,4,4,-3,4,4,-3,-1,-1,-1,3,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-2,-1,-3,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-2,-1,-1,-,-3,-3,-3,2,-3,-3,-2,-3,-1,-3,-2,-1,-1,3,-3,-1,-1,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-2,-1,-3,-3,-2,-1,-1,-1,-1,-1,-1,-3,-1,-3,-3,-3,2,-2,-1,2,-3,4,-3,-4,-3,-1,-1,2,-3,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-3,-1,-1,-1,-3,-1,-1,-3,-1,-2,-1,2,-1,-1,4,-3,-1,-3,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
parasect,4,4,-3,-1,-1,-1,-3,-3,-3,4,4,4,4,4,-3,-2,-1,-1,2,-3,-1,-1,-3,-2,2,-3,2,-3,-3,-3,-1,-3,-3,-1,-1,-1,-1,-1,3,-1,-3,-3,-3,-3,-2,3,-,4,4,2,-3,2,-3,-3,-3,-3,-3,-1,-1,2,-3,-3,2,-3,-3,-3,-1,-1,-2,-2,-1,-2,-1,1,2,-1,-1,-1,3,-1,4,4,-3,-1,-1,-3,-1,-2,-1,2,-1,4,-5,-3,2,-3,-3,2,2,4,4,4,-3,2,-1,2,-3,-1,-1,-1,1,-1,-1,-5,-3,-3,-3,-3,-3,-3,-3,4,-1,-1,-3,-1,-3,-1,2,-1,-1,4,-3,-2,4,-1,-3,2,-3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
venonat,4,-3,-3,-1,-1,-1,-4,-3,-3,4,5,-3,4,3,-3,-3,-3,-2,-3,-2,-3,-1,-3,-3,-3,-2,3,-3,3,-3,-1,-3,-3,-1,-2,-1,-1,-1,3,-3,4,-3,3,-4,-3,3,-4,-,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-3,-3,-3,2,-1,-1,-4,-3,-2,3,-3,-3,-2,-1,1,-2,-1,-1,-1,-4,-2,-3,-1,-3,-2,-1,-3,-1,-4,-2,-4,-3,-1,-1,-1,2,-2,-1,3,-3,-3,-3,5,-3,-4,-3,2,-3,-3,-3,-1,3,-2,-1,-4,-1,-3,-2,-3,-3,-3,-1,-1,-3,-1,-3,-1,-3,-1,4,-1,-1,4,-3,-1,-1,-1,-4,3,-1,2,-3,-1,-2,-1,-1,-1,-3,-1,-1,-1,-1
venomoth,3,3,-4,3,-3,-1,3,3,4,3,3,3,1,3,3,3,-4,-3,2,-3,3,-3,3,-4,3,-3,3,3,3,3,-4,3,3,-4,3,-4,3,-1,3,-4,3,-3,3,4,-4,3,-4,3,-,2,-3,3,-3,3,4,3,-3,3,-2,2,4,4,2,-3,-3,3,3,-4,3,3,-4,3,-3,1,1,1,-3,-2,3,-4,3,-4,3,3,-1,3,-4,3,-4,2,3,-4,-3,-3,1,-2,-2,1,3,4,-3,5,-4,3,3,1,3,-4,3,-4,1,1,-2,5,-3,3,-4,3,4,3,-3,-3,-3,-3,-3,-1,-4,-2,1,-4,-4,3,3,-4,-3,-2,4,1,3,1,1,-1,-3,-4,-3,-1,3,-4,-4,-1,-1
diglett,-2,-2,-2,1,1,-1,-2,-2,-2,3,3,1,3,3,-2,-2,-2,-2,2,-1,2,-1,1,2,1,-1,-2,-2,1,-2,-2,1,1,-2,-2,-2,1,-1,-2,-2,3,-2,-2,-2,-2,-2,-2,3,-2,-,-1,2,-1,-2,-2,2,-1,1,-1,-2,-2,-2,1,-3,-1,-2,-2,-2,-2,-2,-2,1,-1,-2,-2,-2,1,-1,-2,-2,1,2,-2,-2,-1,-2,-2,1,-2,-2,-2,1,-1,-1,-2,-2,-2,-2,-2,2,-1,-2,-2,-2,-2,1,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-1,1,-2,-1,3,-2,-2,3,-2,-2,-1,1,-2,-2,-2,1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1
dugtrio,3,-2,-2,1,1,3,3,-2,-2,1,3,1,1,3,2,2,3,-2,1,-2,1,-2,1,1,1,1,3,-2,1,1,3,1,1,1,3,-2,1,1,2,3,1,3,3,-2,-2,3,3,3,3,1,-,1,-2,3,-2,1,3,1,2,1,-2,-2,1,1,-3,3,3,-2,1,-2,-2,1,1,1,3,-2,1,1,3,-2,1,1,3,2,-2,-2,-2,1,2,3,-2,1,1,1,3,3,-4,3,-2,1,2,-4,-2,3,-4,1,3,3,1,3,3,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,3,2,-2,1,1,-2,-2,1,-2,-2,3,2,-2,2,1,3,1,-2,1,-2,-3,-2,-2,4,-2,3,3,-2,-1,-2
meowth,3,-2,-2,3,-2,-1,3,3,-2,3,3,3,2,3,-2,2,-2,-1,2,-1,2,-1,2,-2,2,-1,3,-2,3,3,-2,3,3,-2,-2,-2,-2,-1,-2,-2,2,-2,3,3,-3,3,-2,3,-3,2,-1,-,-1,3,-2,2,-1,3,-1,3,-3,-2,2,-3,-2,-2,-2,-2,2,-2,-2,-2,-1,1,-2,-2,-2,-1,3,-4,-2,-2,-2,2,-1,3,-2,3,-2,2,-2,-4,-3,-1,1,-2,-2,1,-2,-3,-1,3,-2,3,-2,1,-2,-2,3,-2,1,-2,-2,-4,-1,3,-2,3,-2,-2,-1,-3,-1,-1,-1,-1,-2,-1,1,-2,-2,3,-2,-2,-1,-2,-2,3,-2,2,-2,-1,-2,-2,-1,-1,3,-2,-2,-1,-1
persian,3,3,3,1,3,3,3,3,3,1,3,3,1,2,2,1,2,3,1,2,1,3,1,3,1,3,3,3,3,3,-4,1,3,3,3,3,1,3,1,3,1,3,3,3,3,2,3,3,3,1,2,1,-,3,3,1,-2,2,3,1,3,3,1,1,-3,3,-2,-2,1,3,3,1,-2,1,1,1,3,3,3,3,3,3,2,1,2,3,3,3,3,1,3,-6,-4,-4,1,3,-3,1,2,1,-3,3,3,3,3,1,-2,3,3,3,1,3,-2,-4,-2,3,3,2,3,1,-3,3,3,1,3,3,3,-2,1,2,-3,2,2,3,-3,3,3,3,-4,1,3,-3,-2,-2,-3,-2,1,3,3,-3,-3
psyduck,-2,-1,-1,2,2,-3,4,-3,-3,3,3,-3,3,3,-3,2,-3,-1,2,-1,2,-1,-3,-3,-1,-1,1,-3,3,-3,-3,3,-3,-3,-3,-1,2,-3,3,-4,2,-3,-2,-2,-2,3,3,3,-3,2,-3,-3,-3,-,-3,3,-3,2,-3,-3,-3,-3,2,-3,-3,3,3,-3,-2,-1,-1,-3,-3,1,1,1,2,-3,-4,-4,-2,-1,-3,-1,-1,-4,-3,3,-4,-4,-3,-1,-1,-1,2,-3,-1,3,-3,-1,-1,3,-1,1,1,2,-3,-4,3,-1,1,1,-2,-1,-1,4,-3,-3,-3,-2,-1,-1,-3,-3,-1,-3,-3,-1,4,-1,-1,3,-3,-3,-1,-3,-4,4,-3,-3,-3,3,-2,-3,-1,-3,3,-3,-1,-1,-1
golduck,1,3,3,1,1,2,3,4,5,1,1,3,1,1,3,1,1,3,1,3,1,2,1,3,2,-1,1,1,3,3,3,3,3,-3,3,-4,1,3,3,3,1,4,3,3,3,1,3,3,4,2,2,2,-3,3,-,1,-3,1,3,3,4,5,2,4,4,3,3,3,3,3,3,3,-5,1,1,1,2,2,4,5,-2,-2,1,1,2,3,5,3,-4,3,5,3,-3,-3,1,3,-4,3,4,-3,-1,3,-4,1,1,1,2,3,3,-4,1,1,-2,3,-3,3,4,3,3,-3,-3,-3,2,4,-2,2,-3,-3,3,-4,-4,3,3,5,-1,3,3,3,5,2,3,2,-4,-5,-1,4,1,3,1,-1,-3
mankey,3,-2,-1,3,-3,-1,3,-4,-1,3,3,2,1,3,-3,3,-1,-1,-1,-1,-1,-1,3,-2,-2,-1,-2,-2,3,3,-1,3,3,-1,2,-2,3,-1,1,-2,2,-3,3,-3,-3,3,3,3,-3,2,-1,2,-1,3,-1,-,-1,3,-1,-3,-3,-3,2,-1,-1,3,-2,-2,3,-2,-1,-1,-1,-2,-2,-2,-3,-1,3,-2,-2,-1,-2,-1,-1,-2,-1,3,-2,3,-1,-1,-1,-1,-3,-2,-2,1,-1,-2,-1,4,-2,-4,-2,-1,-1,-2,3,-2,-2,-2,-2,-4,-1,-2,-1,3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-2,1,2,-2,-1,-2,-2,-2,-2,2,-1,-1,-2,-1,-1,-1,3,-2,-1,-1,-1
primeape,3,3,-4,1,3,2,3,3,3,1,3,1,1,3,2,1,3,3,1,2,1,-3,2,3,1,-3,3,-4,3,3,-4,2,3,-3,1,3,1,-3,1,3,1,3,3,3,-4,2,3,3,3,2,-3,1,2,3,3,1,-,3,-3,1,3,3,1,2,-1,3,3,3,1,3,3,1,-2,3,3,3,3,-3,3,-4,3,3,2,1,-1,3,3,3,4,1,3,1,-1,-1,3,-2,-2,1,2,-3,-3,3,4,3,-4,1,3,3,3,-4,3,-2,1,-4,-2,3,3,2,3,3,-3,3,2,2,-3,3,3,-2,1,3,3,1,1,-3,-2,3,2,3,3,1,3,-1,-2,3,-3,3,2,3,3,-1,-1
growlithe,1,3,-3,-3,-3,-1,-2,-2,-1,1,1,3,1,1,2,3,-3,-1,2,-1,2,-1,3,-1,-3,-3,-2,-1,3,3,-1,3,-3,-1,3,-3,-3,-3,3,-2,3,-3,2,3,3,1,1,1,-3,-1,-1,-3,-2,-2,-1,-3,-3,-,-3,-2,-1,-1,2,-3,-3,-2,-2,-2,2,3,-3,-1,-1,-2,-2,-2,-3,-3,-3,-2,3,-2,-3,-1,-1,-2,-1,3,-4,-2,-1,-3,-3,-3,-1,-3,-1,3,-1,-3,-3,2,3,-2,-2,2,-3,-4,3,-3,-2,-2,-2,-3,-1,-1,-1,-1,-1,-1,-1,-3,2,-3,-3,-3,2,-1,4,-1,-1,3,3,-1,-1,-2,3,-2,-2,-4,-1,-3,-2,-1,-1,-3,3,-2,-1,-1,-1
arcanine,1,1,3,1,3,-3,3,3,-2,1,1,1,1,1,1,1,3,3,1,3,1,-3,1,3,1,-3,1,-2,2,3,-4,2,3,-2,3,3,1,4,3,3,1,3,1,1,3,1,1,1,2,2,-2,1,-3,3,3,1,-3,3,-,1,3,-4,1,2,4,3,3,3,1,1,3,1,-1,3,-4,-2,3,-3,3,-4,3,3,3,1,3,3,-2,3,3,3,3,1,4,-5,3,3,-4,3,-4,4,-3,1,3,3,3,1,1,3,3,3,-4,-2,3,2,3,3,-2,3,3,3,-1,3,2,-3,-3,3,1,-3,1,-2,-2,3,3,-2,-3,3,3,-4,-2,3,-4,-5,-4,3,-3,4,3,3,-4,-3,-3
poliwag,-2,-2,-2,1,3,-3,4,-4,-4,3,3,-3,3,3,3,3,3,-1,2,-1,3,-1,3,4,-1,-1,1,-2,3,-4,-2,3,-4,-2,-2,-2,2,-3,3,-2,3,-3,-2,-2,-2,3,-2,3,-2,2,-1,-3,-1,3,-3,3,-1,2,-1,-,-3,-3,2,-3,-3,3,4,-2,-2,-2,-2,-4,-3,1,1,1,2,-3,-4,-4,-2,-2,-2,-2,-1,-4,-4,-4,-2,-4,-3,-2,-1,-1,1,-2,-2,3,-2,-1,-1,-2,-2,1,3,1,3,-4,-4,-2,1,1,-2,-2,-1,3,-4,3,-3,-2,-1,-1,-1,-3,-1,-3,-2,-1,3,-2,-2,3,-2,-4,-1,-2,-2,5,-4,3,-2,-1,-2,-3,-1,-3,-2,-2,-2,-1,-1
poliwhirl,3,-2,-2,1,2,-3,3,5,-4,3,3,3,2,3,3,1,3,-3,2,-3,1,-3,1,3,-1,-1,1,3,3,3,3,1,3,3,3,-2,1,4,3,-4,1,-3,3,-2,-2,3,3,3,-3,2,2,-3,-3,3,-4,3,-3,1,-3,4,-,-4,2,-3,-3,3,3,-4,-2,-2,-2,1,-3,1,1,1,2,3,5,-4,-2,-2,3,1,-3,3,-4,3,3,4,-4,1,-1,-1,1,-3,-2,3,-4,-1,-1,3,-2,1,1,1,3,-4,3,-4,1,1,-2,-4,-3,3,-4,3,-4,3,-1,-1,-3,-3,-1,3,3,-3,3,-2,-2,3,3,-4,-1,3,-3,3,5,3,3,3,-3,-4,-1,-3,3,3,-2,-1,-1
poliwrath,3,3,-1,1,2,4,3,3,-5,1,1,4,1,1,4,1,4,-3,2,2,2,-3,1,3,2,-1,1,1,1,3,-3,1,3,-3,3,3,1,4,1,3,1,4,3,3,3,1,3,3,4,2,2,2,-3,3,-5,4,-3,1,4,3,4,-,2,-3,-3,3,3,3,3,3,-1,2,4,1,1,1,2,2,5,-4,1,-1,2,2,-3,3,4,3,3,3,4,2,-3,-1,2,-2,-2,3,4,2,-1,3,-4,1,1,2,3,3,3,3,1,1,-2,3,-3,3,4,3,3,-3,-3,-3,4,4,-1,2,4,-3,4,-3,-3,1,1,5,-1,2,3,3,3,2,4,2,3,-3,-1,-3,1,-3,-3,-1,-1
abra,1,2,-2,2,-2,-1,-4,-2,-2,1,1,2,1,1,-2,1,1,-1,1,-1,1,-1,2,-2,-1,-1,1,1,3,-2,-2,2,-2,-2,-2,-2,3,-1,-2,-2,1,-1,1,2,-2,1,2,-2,-1,-1,-1,-1,-1,-2,-2,2,-1,-2,-1,-1,-1,-2,-,-2,-1,-2,-2,-2,1,2,-2,-2,-1,1,1,1,-1,-1,-2,-2,3,-2,1,1,-1,-4,-2,-2,-2,-2,-2,3,-1,-1,1,3,-2,-2,-2,-3,-1,1,-2,1,1,1,2,-2,-2,-2,1,1,-3,-2,-1,-4,-2,-2,-2,-4,-1,-3,-1,-1,-1,-1,-2,-1,3,-2,-2,3,-2,-2,-1,-2,-2,-4,-2,-2,-2,-1,-2,-2,-1,-1,1,1,1,-1,-1
kadabra,1,3,3,3,3,-2,3,3,-4,2,3,4,1,1,1,2,-2,-2,1,-2,2,-2,1,2,3,-2,-2,-2,1,2,-2,1,1,-2,3,-2,3,-4,3,-2,1,3,2,3,3,3,3,1,3,3,-1,3,-1,3,-4,1,2,3,-2,3,3,3,2,-,-3,1,2,-2,2,3,-2,3,3,-2,-2,-2,3,-1,-4,-4,3,-4,-2,2,-2,4,-4,1,-2,3,-2,2,3,-3,3,-4,-3,1,-2,3,-3,-4,-2,3,-2,1,1,-2,1,3,-2,-2,-4,-4,-2,3,-4,3,-2,3,-2,-4,-1,3,-3,-2,-2,-1,1,-2,-4,3,-2,-4,-3,-2,-2,3,-4,3,-2,-1,-2,-4,-2,-2,3,3,-2,-1,-2
alakazam,1,2,3,3,3,-4,3,3,-4,1,3,3,1,1,1,2,3,-2,1,-2,2,-2,1,1,3,3,3,3,1,1,3,1,1,3,3,-4,3,-4,3,-4,1,3,1,3,3,3,3,1,3,1,-3,2,3,3,4,1,1,3,-4,3,3,3,1,3,-,1,1,2,1,3,3,3,3,3,3,-2,3,3,-4,-4,3,-4,3,2,-2,3,-4,1,3,3,3,2,3,3,3,3,-4,1,3,3,-3,5,-4,3,3,1,1,3,1,3,3,-2,-4,-4,-2,3,4,3,4,3,-4,3,3,3,4,3,3,-2,1,-4,-4,3,3,-4,-3,-2,3,3,-4,2,3,-3,-2,-4,-4,-4,3,3,-4,-3,-4
