,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
nidoran_m,5,-5,-3,-3,-3,-2,-4,-3,-2,5,6,-3,4,5,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-3,-1,-4,-3,5,-5,-3,-,-4,-3,-4,-3,-3,-1,-4,-2,4,-3,5,-5,-4,5,-4,-5,-3,-1,-1,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,-1,-1,-4,-4,-3,-4,-3,-3,-1,-1,-2,-2,-2,-3,-3,-4,-3,-5,-3,-2,-3,-1,-4,-1,-4,-3,-4,-3,-1,-1,-1,-5,-2,-1,-3,-3,-5,-5,-6,-3,-4,-2,-3,-3,-4,-6,-3,-4,-4,-4,-5,-2,-3,-1,-3,-3,-3,-1,-1,-2,-1,-3,-2,-1,-2,6,-1,-1,5,-3,-1,-1,-1,-4,-4,-1,-3,-2,-3,-2,-1,-1,-3,-4,-3,-3,-1,-3
nidorino,5,-6,-5,-3,-3,-3,-4,-4,-3,3,5,-3,3,5,-5,3,-4,-3,4,-3,4,-3,5,-5,-3,-3,-5,-3,5,6,-5,4,-,-4,5,-4,-3,-3,-4,-4,3,-5,5,5,-6,3,5,5,-3,-1,-1,-3,-3,-4,-3,4,-3,-4,-3,-4,-3,-3,4,-1,-1,-5,-4,-4,3,5,-4,-3,-2,-2,-2,-2,-5,-4,-4,-4,5,-5,-4,-3,-3,-4,-3,5,-5,-5,-3,-1,-1,-1,-7,-4,-2,-5,-3,5,-5,7,-6,-4,-4,-3,-3,-4,6,-6,-6,-4,5,-7,-3,-4,-3,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,-3,-4,5,5,-3,-3,-3,5,-4,-4,-4,-3,-4,-2,-1,-3,-3,5,-5,-3,-1,-3
nidoking,3,5,-4,1,3,-3,-4,-4,-2,3,3,3,3,3,3,3,3,-5,1,4,3,4,3,5,4,6,1,3,3,5,3,3,4,-,3,-4,3,-3,3,3,3,6,3,5,-6,3,5,3,-5,2,-1,2,-3,3,-3,3,-5,3,4,-3,-3,-4,2,-3,-3,3,5,-6,3,5,-4,-2,-1,1,1,1,3,4,-4,-4,3,5,3,3,-3,-4,-2,4,5,-4,-2,-4,-3,-1,1,3,-4,5,-4,4,5,5,7,1,3,1,3,-4,3,5,1,1,3,7,-3,3,-1,3,-4,-3,-1,-3,-5,-1,6,-3,-3,-3,3,-2,-2,3,3,-2,4,3,3,-2,-2,3,-3,4,-4,-1,6,-5,3,-4,-4,-3,-3
clefairy,-5,-3,-3,4,-3,-3,4,-3,-3,4,5,4,4,4,4,4,4,-3,4,-3,4,-3,4,-5,3,-3,-3,-3,4,6,-3,4,5,-3,-,-3,-3,-3,3,-3,4,-5,5,-5,-3,5,-6,4,6,-3,-3,-3,-3,4,-3,-3,-1,-5,-3,4,-3,-3,2,4,-3,-3,-1,-1,4,-3,-3,-3,-3,-4,-3,-3,4,-5,-6,-4,6,-5,-3,-3,-3,-3,-3,5,-3,-5,-3,-5,-3,-3,-7,4,-3,-5,-3,4,6,-7,-5,-5,-3,-1,-1,-6,-5,-3,-6,-3,6,-7,-3,-3,-3,-5,-3,-3,-3,4,-3,-3,-3,-3,-3,-3,4,-3,-3,4,4,-3,-3,-3,-5,-3,-3,-3,-3,-3,-2,-3,-3,-3,4,5,-3,-3,-3
clefable,3,4,-5,4,4,4,3,4,-5,3,3,4,3,3,4,3,4,5,2,4,2,4,3,6,2,4,3,-5,3,4,-5,3,4,4,3,-,4,-5,3,4,3,4,3,5,5,3,5,3,4,2,-3,4,-3,3,4,2,-3,4,-5,4,4,-3,2,4,4,3,3,-4,3,3,-5,4,-3,-4,-4,-4,4,4,5,-6,3,6,4,4,-5,3,-5,3,5,5,-5,-7,-5,-5,8,3,4,3,-5,4,4,5,5,4,5,2,-3,5,5,-7,7,-4,3,6,-5,4,-5,4,-5,4,-3,4,-5,-3,4,4,-3,-5,4,-5,-5,3,3,-3,4,-3,3,5,-4,5,-3,-7,-4,-3,-3,-5,3,4,-5,-3,-5
vulpix,1,3,-3,-3,-3,-3,-4,-2,-1,1,1,3,1,1,2,2,-3,-3,2,-3,2,-3,3,-3,-3,-3,3,-3,3,3,-3,3,4,-3,3,-4,-,-3,3,-2,3,-3,1,3,3,1,1,1,4,-1,-1,-3,-1,-2,-1,2,-3,5,-3,-3,-1,-1,4,-3,-3,3,3,3,1,3,-3,-1,-1,-2,-2,-2,-3,-3,-4,-2,3,-5,-2,-3,-1,-2,-1,3,-4,-4,-1,-3,-3,-3,-5,5,-3,3,-1,4,4,1,3,3,-2,2,3,-4,3,-4,-4,-4,-4,3,-1,-2,-1,-2,-1,-1,-1,-5,-1,-3,-3,-3,-1,-1,4,-1,-2,3,3,-1,-3,-3,3,-2,-2,-4,-1,-3,-2,-1,-3,-3,-4,-3,-1,-3,-1
ninetales,1,1,2,3,5,-5,-4,-4,-4,1,1,1,1,1,1,1,3,3,1,2,1,4,1,3,1,4,1,3,1,3,3,1,3,3,3,5,3,-,2,3,1,3,1,1,2,1,1,1,1,1,-1,1,-3,-4,-4,1,3,4,6,3,-4,-4,3,4,-5,1,3,3,1,1,2,-2,-1,3,-2,-2,5,-5,5,-4,3,3,3,1,-3,-4,-4,3,3,3,3,3,5,-5,3,3,5,3,-4,2,4,1,3,1,3,1,1,3,3,3,3,5,5,1,3,-4,-4,-4,-4,-4,-1,3,2,1,4,5,1,-3,2,-2,-4,2,3,-2,-5,5,3,-4,-2,-4,-4,-5,4,3,-4,-6,3,5,-4,-5,-3
jigglypuff,-3,-3,-3,3,-3,-3,-3,-3,-3,4,4,4,3,4,-3,3,-3,-3,2,-3,2,-3,4,-3,2,-3,-3,-3,4,4,-3,4,4,-3,-3,-3,-3,-2,-,-2,3,4,-3,-3,-3,4,-3,4,4,2,-2,-3,-2,-3,-3,-1,-1,-3,-3,-3,-3,-1,2,-3,-3,-1,-1,-1,-3,-3,-3,-2,-1,-3,-3,-1,-3,-3,-4,-3,4,-4,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-3,-3,-3,4,4,-5,-3,-3,-3,-1,-1,-3,-4,-3,-4,-1,4,-5,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,-1,-3,4,-3,-3,4,-3,-2,-2,-2,-3,-3,-2,-3,-2,-3,-1,-1,-2,-3,4,-3,-3,-1,-3
wigglytuff,4,4,-3,2,4,-3,3,4,-3,2,3,4,2,3,3,2,4,4,2,3,2,4,2,4,2,-3,3,-3,3,4,4,2,4,-3,3,-4,2,-3,2,-,2,4,3,3,-5,3,3,4,4,2,-3,2,-3,4,-3,2,3,4,-3,2,4,-3,2,2,4,3,-3,-2,1,4,-3,2,-3,-4,-4,-3,3,4,3,5,4,4,-3,2,-3,4,-3,3,-5,3,-3,-5,-5,-5,8,3,4,4,-5,3,4,3,-5,3,4,2,3,5,3,-5,7,-4,4,6,-3,4,-3,4,-3,4,-3,3,-3,-3,3,3,-3,-3,2,-3,-3,3,3,-3,-3,-3,3,-4,-3,-5,-3,-5,-4,-3,-3,-5,2,4,-5,-3,-3
zubat,4,-5,-3,-3,-3,-1,-4,-3,-1,3,5,-3,3,5,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-1,-1,-4,-2,-6,-4,-3,-4,-3,-3,-4,-3,-3,-1,-3,-2,-,-3,5,5,-4,3,3,5,-3,-3,-3,-3,-1,-3,-2,-3,-3,-3,-2,-3,-3,-3,4,-1,-1,-4,-4,-3,3,-3,-3,-1,-1,-4,-4,-4,-3,-3,-4,-2,-3,-1,-1,-3,-1,-2,-1,-4,-4,-4,-1,-1,-1,-1,-3,-2,-1,-4,-3,-5,-4,5,-3,-5,-4,-3,-3,-4,-5,-3,-4,-4,-4,-5,-1,-3,-1,-3,-2,-3,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,5,-3,-1,-1,-1,-4,-2,-1,-3,-1,-3,-2,-1,-1,-3,-4,-3,-3,-1,-3
golbat,3,3,5,3,-4,-3,5,-5,-4,3,3,3,3,3,3,3,5,-4,3,-4,3,-3,3,-6,-3,-1,-6,-4,5,5,-6,3,5,-6,5,-4,3,-3,4,-4,3,-,3,4,5,1,3,3,-5,4,-4,4,-3,5,-4,3,-5,5,-3,4,-5,-6,3,-3,-3,3,5,5,3,3,4,3,-3,-6,-6,-6,5,-5,-6,-4,-4,-4,-4,3,-3,-4,-2,5,-6,-5,-2,-4,-3,-1,-8,-4,-4,5,-5,4,6,5,7,7,-6,1,5,-6,5,-6,-8,-6,5,5,-3,-4,-4,5,-4,-4,-3,-3,-3,-1,-2,-3,-4,-3,3,-4,-2,4,4,-4,-1,-4,5,-4,-4,-6,-4,-5,-4,-2,-1,-5,3,5,-5,-2,-5
oddish,-5,-5,-5,-3,-1,-1,2,4,4,4,6,-5,6,6,-5,-5,-3,-3,2,-3,-3,-3,-5,-4,4,-3,2,-3,6,-7,-5,-5,-5,-3,-5,-3,-1,-1,3,-3,-5,-3,-,-5,-5,3,-3,-5,-3,2,-3,-3,-3,2,4,4,-3,-3,-1,2,4,4,4,-2,-1,4,-3,-3,-5,-4,-3,-5,-5,1,2,2,-3,-3,3,-3,5,6,-3,-3,-3,-3,-1,-6,-3,2,-1,-1,-1,-1,2,-3,-3,2,-3,4,6,6,-5,2,4,2,-3,-3,-5,-3,1,2,-5,-7,-3,4,4,2,4,2,4,-3,-3,-1,-3,-1,-3,-3,2,-3,-1,4,4,-3,-5,-1,-5,2,2,2,2,-3,-1,-1,-3,-1,-5,-5,-3,-1,-3
gloom,6,6,-5,-3,-3,-1,2,4,4,4,3,4,4,5,-5,-5,-5,-3,2,4,4,-3,6,-5,4,-5,2,-3,6,-7,-5,5,-5,-5,5,-5,-3,-1,3,-3,-5,-4,5,-,-5,1,3,6,-5,2,2,4,-3,2,4,4,-5,-3,-1,2,2,4,4,-3,-3,3,-5,-3,5,-5,-5,-5,-5,1,1,2,-5,-4,3,3,4,6,-3,-3,-3,-3,-1,-6,-3,2,-1,-3,-3,-1,2,-3,-3,2,2,4,6,6,-5,1,2,2,4,5,7,-5,1,2,-5,6,-3,2,4,2,4,2,4,-3,-3,-1,-5,-1,-3,-3,2,-5,-1,4,4,-3,-7,-1,5,1,2,2,2,-3,-4,-1,-4,-3,5,-5,-3,-3,-5
vileplume,5,6,-7,-3,-3,-3,1,2,4,3,3,4,4,5,5,6,-5,-5,2,4,4,-5,6,-6,4,6,1,2,5,6,6,4,6,6,3,-5,-3,-2,3,5,4,-5,5,5,-,1,3,5,-5,2,2,4,-3,2,4,4,4,-3,-3,2,2,4,4,-3,-3,3,3,-5,3,6,-5,4,-7,1,1,1,-5,-5,1,3,3,6,-3,-5,-3,3,-3,-6,-5,1,-3,-3,-3,-3,2,5,-3,2,2,4,5,5,6,1,1,2,4,5,7,-5,1,1,6,6,4,2,4,2,4,2,4,-3,-5,-1,6,-3,-3,-5,2,-5,-3,3,4,-5,6,-2,4,1,2,2,2,-5,-4,-1,-5,-3,4,6,-5,-3,-5
paras,4,-5,-5,-1,-1,-1,-5,-5,-3,4,6,6,4,6,-3,-3,-1,-1,-3,-3,-3,-1,-1,-1,4,-3,-3,-3,-5,-3,-3,-5,-3,-3,-5,-3,-1,-1,4,-3,-3,-1,-3,-1,-1,-,-3,6,-5,-3,-3,-3,-3,-5,-3,-3,-3,-1,-1,4,-5,-3,3,-3,-3,-5,-3,-3,-1,-1,-1,-3,-1,-4,-3,-3,-1,-1,-6,-5,5,-5,-3,-1,-1,-3,-1,-1,-1,-3,-1,-3,-3,-3,-5,-5,-3,-3,-3,4,-5,6,-3,-5,-5,-3,-3,-3,-1,-1,-5,-3,6,-7,-3,-5,-5,5,-5,-5,-3,-3,-1,-1,-3,-1,-3,-3,4,-3,-1,5,4,-3,-5,-1,-3,-5,-3,-3,-3,-1,-1,-1,-1,-1,4,-5,-3,-3,-3
parasect,4,5,6,-1,-1,-1,6,6,-5,4,4,4,4,4,4,-3,-3,-3,4,4,-3,-3,-3,-3,4,-5,-5,-3,4,-5,-5,4,-5,-5,6,-5,-1,-1,3,-3,-3,-3,-3,-3,-3,3,-,4,5,2,4,4,-3,4,-5,4,-5,-1,-1,4,6,-5,2,4,4,6,-5,-5,-3,-3,-1,-3,-3,-6,-5,-5,-3,-3,5,-7,4,6,-3,-3,-3,-3,-1,-2,-1,-5,-1,-5,-5,-3,-7,4,-5,-5,-5,4,5,6,-7,6,-7,2,-5,-5,-1,-1,-8,-5,4,7,-3,4,6,4,6,4,6,-5,-1,-1,-5,-1,-3,-3,4,-5,-1,4,4,-3,6,-1,5,-7,-5,-5,-3,-1,-3,-1,-3,-1,4,4,-5,-3,-3
venonat,6,-5,-5,-1,-1,-1,-4,-3,-3,6,7,-3,4,3,-5,5,-3,-3,4,-3,-3,-3,6,-5,-3,-3,-6,-3,5,6,-3,5,-5,-3,-4,-3,-1,-1,-4,-3,-5,-3,5,-6,-5,-6,-4,-,-3,-3,-3,-3,-3,-3,-3,-5,-3,-1,-1,-3,-3,-3,4,-1,-1,5,-3,-3,5,-5,-3,-2,-1,-4,-4,-3,-3,-3,-4,-4,-5,-3,-3,-3,-3,-3,-3,-6,-3,-4,-3,-1,-1,-1,-5,-3,-1,-5,-3,6,-5,7,-5,-6,-5,-3,-3,-4,5,-3,-6,-4,-5,-6,-3,-3,-3,-3,-3,-3,-1,-1,-3,-1,-3,-1,-3,-3,6,-2,-3,6,-4,-1,-2,-1,-4,-4,-1,-3,-3,-3,-2,-1,-1,-1,-5,-3,-3,-1,-3
venomoth,3,5,5,-4,-4,-2,-6,-6,-4,3,5,5,1,3,3,5,5,-3,3,-3,3,-3,3,5,4,-3,5,-4,3,3,5,3,3,5,-6,-4,-4,-1,-4,-4,3,-5,3,5,5,5,-5,3,-,-3,-3,-3,-3,5,-4,3,-5,-4,-3,-5,-5,5,4,-3,-3,3,3,-4,3,5,5,-4,-3,-4,-4,-4,-5,-5,-6,-4,5,-7,-4,-4,-3,-5,-4,3,5,5,-6,-4,-3,-3,5,-4,-4,3,-6,6,6,7,-6,5,-6,1,3,-5,3,5,7,-4,5,-8,-3,5,-4,5,-4,5,-3,-3,-3,-3,-4,-2,-4,-3,3,-4,-4,5,5,-4,-3,-2,6,-6,-4,5,-4,-3,-3,-4,-3,-3,4,5,-4,-3,-4
diglett,-2,-2,-2,1,1,-1,-2,-2,-2,3,4,3,3,3,3,3,-2,-2,2,-1,-2,-1,1,3,1,-1,-2,-2,1,2,-2,1,1,-2,3,-2,1,-1,-2,-2,3,-4,-2,-2,-2,3,-2,3,3,-,-1,-2,-1,-2,-2,2,-1,1,-1,-2,-2,-2,1,-3,-1,-2,-2,-2,-2,-2,-2,1,-1,-2,-2,-2,1,-1,-2,-2,1,3,-2,-2,-1,-2,-2,1,-2,-2,-2,1,-1,-1,3,3,-4,-2,-2,2,2,-2,-4,-4,-4,1,-2,-2,2,3,3,-2,3,-2,-2,-2,-2,-2,-2,-2,-1,3,-1,-1,-1,1,-2,-1,3,-2,-2,3,3,-2,2,1,-2,-2,-2,1,-2,-1,-2,-2,-3,-2,-2,-2,-2,-1,-1
dugtrio,3,-2,-2,1,1,-4,3,-2,-2,3,3,3,1,3,3,3,3,-4,1,3,2,3,1,1,1,1,3,-4,1,1,3,1,1,1,3,3,1,1,2,3,3,4,3,-2,-2,3,-4,3,3,1,-,1,3,3,-2,1,3,1,3,1,-2,-2,1,1,-3,3,3,3,1,-2,-2,1,1,1,3,-2,1,1,3,-2,1,1,3,3,-4,-2,-2,1,2,3,-2,1,1,1,3,3,3,3,-2,1,2,-4,-4,3,-4,1,3,3,1,3,3,3,3,-4,-4,-2,-2,3,-2,-2,-2,3,-4,-2,1,1,-2,-4,1,-2,-2,3,3,-2,2,1,3,1,-2,1,-2,-3,-2,-2,-4,-4,3,3,-2,-3,-2
meowth,3,3,-2,3,3,-1,3,-4,-2,3,3,3,3,3,3,3,3,-3,2,-3,2,-3,3,-4,2,-1,3,-2,3,3,-4,3,3,-2,3,-4,3,-1,3,-2,3,-3,3,-4,-4,3,-4,3,4,2,-1,-,-1,3,-4,2,-1,3,-3,-3,-3,-2,2,-3,-3,-2,-2,-2,3,3,-2,-2,-1,-4,-2,-2,-3,-3,-4,-4,3,-4,-2,3,-1,3,-2,3,-4,-4,-4,-4,-3,-1,-6,3,4,3,-4,4,4,5,-4,4,-4,1,-2,-4,-4,-4,-4,-2,3,-6,-1,3,-2,3,-4,3,-1,-3,-1,-1,-3,-1,-2,-1,3,-2,-2,3,3,-2,-1,-2,3,-4,-2,-4,-2,-3,-2,-2,-1,-3,3,3,-4,-1,-1
persian,3,3,-4,1,3,3,3,3,-4,1,3,3,1,3,3,1,3,3,1,3,1,3,1,3,1,3,3,4,3,3,3,1,3,3,3,3,1,3,2,3,1,3,3,3,3,3,3,3,3,1,-3,1,-,3,3,1,-2,3,-4,1,3,3,1,1,-3,3,3,-2,1,3,3,1,3,-4,-4,-4,3,3,3,-4,3,3,3,1,3,3,-4,3,-4,3,-4,-6,-4,-4,9,3,3,3,-4,3,4,3,5,3,3,1,-2,3,3,5,-6,-4,3,5,-4,3,3,3,3,3,-3,3,3,3,3,3,3,-4,1,-4,-4,3,3,-4,-3,3,3,-4,-4,5,-4,-5,-4,-4,-4,5,2,3,-4,-3,-4
psyduck,-2,-1,-1,2,-3,-3,-6,-5,-3,3,3,6,3,3,4,4,-3,-3,2,-3,3,-3,4,-5,-1,-1,1,-3,3,4,-3,3,4,-3,-4,-3,2,4,3,-4,4,-5,-2,-2,-2,5,-4,3,-5,2,-3,-3,-3,-,-3,3,-3,2,-3,-5,-5,-3,4,-3,-3,3,3,-3,-2,-1,-1,-5,-3,1,1,1,2,-3,-6,-6,-4,-3,-3,-3,-3,-6,-4,3,-4,5,-3,-3,-3,-3,2,5,-3,-4,-3,4,-5,-4,-5,1,1,2,-3,-4,3,-3,1,1,-4,-3,-3,-5,-5,-5,-5,-5,-5,-5,-3,-3,-1,-3,-3,-3,4,-3,-3,3,-3,-5,-1,-3,5,5,-5,-3,-3,3,-2,-3,-1,-3,4,-5,-3,-3,-3
golduck,3,-4,-4,1,1,4,5,5,7,1,1,3,1,1,3,1,3,4,1,4,1,4,1,3,-3,-1,1,1,3,3,3,3,3,4,3,-4,1,4,3,3,2,4,-4,-4,-4,3,5,3,4,2,2,4,-3,3,-,1,4,1,3,4,6,5,2,4,4,3,3,3,3,-4,-4,3,6,1,1,1,2,2,5,-8,3,-4,3,1,-3,5,5,3,5,3,5,5,-5,-5,1,5,5,3,5,4,4,5,7,1,1,1,2,3,3,5,1,1,3,-6,-3,5,-7,4,5,4,-7,4,4,4,-3,4,-3,4,3,-6,-6,3,3,7,-1,3,3,3,5,3,3,2,-4,-5,-1,4,3,5,-6,-5,-5
mankey,3,-4,-1,3,-2,-1,-4,-3,-1,3,5,-3,3,3,-3,3,-3,-3,2,2,-3,-2,3,-3,-3,-1,-4,-2,4,5,-3,3,4,-3,3,-2,-2,-1,1,-2,3,-3,-4,-4,-4,3,-4,5,-3,2,-1,2,-1,3,-1,-,-2,3,-1,-3,-3,-2,2,-1,-1,3,-3,-2,3,-4,-1,-1,-1,-2,-2,-2,-3,-3,-4,-2,3,-3,-2,-2,-1,-2,-1,-4,-4,-4,-1,-1,-1,-1,4,-2,-2,-4,-3,4,-4,-6,-4,-4,-4,2,-3,3,-4,-4,3,-2,-2,-4,-1,-2,-1,-4,-2,-2,-1,-1,-1,-1,-2,-1,-1,-1,4,-1,-2,1,2,-2,-1,-2,3,-2,-2,3,-1,-1,-2,-1,-1,-1,3,-3,-3,-1,-3
primeape,3,-4,-4,3,3,-3,3,-4,-4,3,3,3,3,3,3,3,3,-4,1,2,2,-3,3,5,3,-3,-4,-4,3,4,-6,3,3,5,1,3,3,-3,1,3,3,5,3,5,-4,3,5,3,5,2,-3,1,2,3,-4,2,-,3,-3,3,-4,-4,1,-3,-1,3,4,-4,3,3,-4,3,-3,3,3,3,3,4,5,-4,3,5,3,3,-3,3,3,5,-4,5,3,-2,-1,-1,3,3,-4,3,-4,4,4,5,-6,5,5,1,3,3,5,-6,3,3,1,-6,3,3,-4,3,-4,3,-3,3,-3,-3,-3,3,-4,-3,3,-4,3,1,1,-3,-3,3,2,3,3,1,3,-3,-2,-2,-3,-4,3,3,-4,-1,-3
growlithe,2,4,4,-3,-3,-3,-2,-2,-1,1,1,4,1,1,2,3,-3,-3,2,-3,3,-3,3,-5,-3,-3,3,-3,3,4,-3,3,4,-3,5,-3,-5,-4,3,-4,3,-5,3,3,3,1,1,1,4,-1,-1,-3,-3,-2,-1,3,-3,-,-3,-2,-1,-1,4,-3,-3,3,3,-4,3,3,-3,-1,-1,-2,-2,-2,-3,-3,-4,-2,5,-5,-3,-3,-3,-2,-1,3,-4,-4,-1,-3,-3,-3,-5,-4,-3,-4,-1,4,5,3,5,3,3,2,-3,-4,3,-3,-6,-4,-4,4,-3,-1,-1,-1,-1,-1,-1,-5,-3,-3,-3,-3,-3,-3,4,-1,-1,3,3,-1,-3,-3,5,-2,-2,-4,-1,-3,-2,-1,-3,-3,-4,-3,-1,-3,-1
arcanine,1,1,3,3,5,-5,-4,-4,-3,1,1,1,1,1,1,1,3,3,1,4,1,4,1,3,3,-5,1,3,3,3,-4,3,3,-4,3,5,3,6,3,3,2,3,1,1,3,1,1,1,3,2,-3,3,4,3,-3,1,4,3,-,3,-4,-4,1,4,4,3,3,3,1,2,3,-2,-1,3,-4,-2,3,5,-4,-4,3,5,3,1,4,-4,-4,3,5,-4,3,5,-5,-5,3,3,5,3,-4,4,4,1,3,3,3,1,2,3,3,3,5,-6,3,3,3,3,-2,3,-3,3,-1,3,2,-3,4,5,1,4,3,-2,-4,3,3,-2,-3,4,3,-4,-2,-4,-4,6,-4,3,-3,-6,3,-4,-4,-5,-3
poliwag,-2,-2,-2,1,3,-3,-6,-6,-4,3,3,5,3,3,3,3,3,-3,2,-3,3,-3,3,-4,-1,-1,1,3,3,5,3,3,4,3,-4,-4,3,-3,3,-2,3,-3,-2,-2,-2,-4,-4,3,-5,2,-1,-3,-1,5,-4,3,-3,2,-3,-,-3,-4,4,-3,-3,3,4,-4,-2,-2,-2,-4,-3,1,1,1,3,-3,-6,-4,-4,-2,-4,3,-1,-6,-4,-4,-4,5,-4,-4,-3,-1,1,-4,-4,-4,-4,4,-5,-4,-4,1,3,1,3,-4,-4,-4,1,1,5,-4,-1,-6,-4,5,-4,5,-3,-3,-3,-3,-1,-3,-2,-3,3,-4,-4,3,4,-4,-1,3,-4,5,-4,3,-2,-3,-2,-4,-1,-3,4,-4,-4,-3,-3
poliwhirl,-4,-2,-2,1,3,4,5,7,-6,3,3,5,2,3,3,3,3,-5,2,4,3,-3,3,5,-1,-1,1,3,3,3,3,3,3,3,3,-4,1,4,3,-4,3,6,-4,-2,-2,5,-6,3,6,2,2,-3,-3,5,-6,3,4,1,4,4,-,-6,3,-3,-3,3,3,-4,3,-2,-2,3,-5,1,1,1,2,4,7,-6,-4,-4,3,3,-3,5,5,3,5,5,-6,-4,-3,-3,1,5,-6,5,-6,4,6,-4,-6,1,1,1,3,5,3,5,1,1,3,-4,-3,5,-6,5,5,5,-5,-5,-3,-5,-1,4,-4,-3,3,-6,-5,3,3,-6,-1,3,4,5,-4,3,-4,3,-3,-4,-1,-5,3,5,-6,-3,-5
poliwrath,3,-4,-1,1,2,4,5,5,-7,1,1,-5,1,1,4,3,4,4,2,2,2,4,3,4,-3,-1,1,1,3,3,4,3,3,4,3,3,1,4,1,3,3,6,-4,-4,-4,3,5,3,-5,2,2,2,-3,3,-5,2,4,1,4,4,6,-,2,-3,-3,3,3,4,3,-4,-1,4,-5,1,1,1,2,3,7,-6,3,-3,3,4,4,5,4,3,5,4,6,-3,-3,-1,2,-4,-4,3,6,4,4,5,7,1,1,2,3,3,3,5,1,1,2,-5,4,3,6,3,5,4,-7,-3,4,4,-2,4,4,4,4,-7,5,1,1,-6,-1,3,3,3,5,3,4,2,3,-5,-1,-3,3,5,-7,-3,-7
abra,-4,-4,-3,-2,-2,-1,-4,-4,-2,-6,-7,-4,5,-6,-3,-3,-2,-1,-2,-1,-2,-1,-4,-2,-3,-1,-2,-2,-4,-4,-2,-4,-4,-2,-2,-2,-4,-3,-2,-2,-4,-3,-4,-4,-4,-3,-2,-4,-3,-1,-1,-1,-1,-4,-2,-2,-1,-4,-1,-3,-3,-2,-,-3,-3,-2,-2,-2,-4,-2,-2,-4,-3,-2,-2,-2,-2,-1,-4,-3,-4,-4,-2,-2,-1,-4,-3,-2,-2,-4,-2,-4,-3,-3,-4,-4,-2,-2,-2,-3,-3,-4,-2,-4,-2,-2,-2,-2,-3,-2,-3,-2,-3,-4,-1,-4,-4,-4,-2,-4,-3,-3,-1,-3,-1,-1,-2,-1,7,-2,-2,-4,-2,-4,-3,-2,-2,-4,-4,-2,-2,-1,-2,-2,-1,-1,-4,-3,-2,-1,-1
kadabra,1,3,3,3,-4,-4,3,-4,-4,2,3,5,1,1,1,3,3,-4,1,3,2,-2,1,3,3,-4,3,-2,1,2,3,1,1,3,-4,-4,3,-4,3,-2,1,3,2,3,3,3,-4,1,3,3,-1,3,-1,3,-4,1,3,3,-4,3,3,3,3,-,-3,1,3,3,2,3,3,3,3,-2,-2,-2,3,-3,-6,-4,3,5,-2,3,-2,5,-4,1,3,3,4,3,3,-3,3,-4,-4,1,3,3,4,-6,-4,3,3,1,1,-4,1,3,3,-4,-4,5,-2,3,-4,3,-4,3,-3,-4,-1,-4,-3,-4,-2,-1,1,-4,-4,3,3,-4,-3,-4,4,5,-4,3,-2,-3,-2,-4,-4,-4,3,3,-4,-2,-4
alakazam,1,3,3,3,3,-4,3,3,-4,1,3,4,1,1,1,3,3,4,1,3,2,3,1,1,3,-4,3,3,1,1,3,1,1,3,3,-4,3,5,3,-4,1,3,1,3,3,3,-4,1,3,1,-3,3,3,3,-4,1,1,3,-4,3,3,3,3,3,-,1,1,3,1,3,3,3,3,3,3,-2,3,4,-6,-6,3,5,3,3,3,5,-6,1,3,3,3,2,3,3,3,-6,-4,1,3,3,4,6,-4,3,3,1,1,-4,1,3,3,-4,3,5,3,3,5,3,5,3,-4,-6,3,-4,-4,-4,3,-4,1,-4,-6,3,3,-6,-5,-4,3,3,-6,3,-4,-3,-2,-4,6,-4,3,3,-4,-3,-4
